"id","evento","relatore","ordine","data_relazione","titolo_it","titolo_en","descrizione_it","descrizione_en","code_video","path_video","path_mini","tipo","disciplina"
5614,572,1110,155,2017-10-06 00:00:00.000,"Discussione - Takotsubo, an often-unrecognized acute heart disease","Discussione - Takotsubo, an often-unrecognized acute heart disease","","","237887807",https://vimeo.com/237887807,https://i.vimeocdn.com/video/660435921_420x240.jpg,VS,70
5615,572,1110,160,2017-10-06 00:00:00.000,DAPT therapy: how long for whom?,DAPT therapy: how long for whom?,"","","237888273",https://vimeo.com/237888273,https://i.vimeocdn.com/video/660428414_420x240.jpg,VS,70
5616,572,1110,165,2017-10-06 00:00:00.000,Discussione - DAPT therapy: how long for whom?,Discussione - DAPT therapy: how long for whom?,"","","237888290",https://vimeo.com/237888290,https://i.vimeocdn.com/video/660428421_420x240.jpg,VS,70
5617,572,2242,170,2017-10-06 00:00:00.000,Management of STEMI patients according to the ESC Guidelines,Management of STEMI patients according to the ESC Guidelines,"","","237888466",https://vimeo.com/237888466,https://i.vimeocdn.com/video/660428641_420x240.jpg,VS,70
5618,572,2242,175,2017-10-06 00:00:00.000,Discussion,Discussion,"","","237888478",https://vimeo.com/237888478,https://i.vimeocdn.com/video/660428648_420x240.jpg,VS,70
5619,572,1,190,2017-10-06 00:00:00.000,Diagnosis and classification of AF,Diagnosis and classification of AF,"","","237889094",https://vimeo.com/237889094,https://i.vimeocdn.com/video/660429420_420x240.jpg,VS,70
5620,572,1,195,2017-10-06 00:00:00.000,Discussione,Discussione,"","","237889137",https://vimeo.com/237889137,https://i.vimeocdn.com/video/660429452_420x240.jpg,VS,70
5621,572,2243,200,2017-10-06 00:00:00.000,An interesting patient with AF,An interesting patient with AF,"","","237904347",https://vimeo.com/237904347,https://i.vimeocdn.com/video/660448903_420x240.jpg,VS,70
5623,572,2243,205,2017-10-06 00:00:00.000,Discussione - An interesting patient with AF,Discussione - An interesting patient with AF,"","","237904376",https://vimeo.com/237904376,https://i.vimeocdn.com/video/660448965_420x240.jpg,VS,70
5624,572,1997,210,2017-10-06 00:00:00.000,Medical therapy of AF,Medical therapy of AF,"","","237904674",https://vimeo.com/237904674,https://i.vimeocdn.com/video/660449346_420x240.jpg,VS,70
5625,572,1507,220,2017-10-06 00:00:00.000,Catheter ablation of AF,Catheter ablation of AF,"","","237904977",https://vimeo.com/237904977,https://i.vimeocdn.com/video/660449777_420x240.jpg,VS,70
5626,572,1507,225,2017-10-06 00:00:00.000,Discussione,Discussione,"","","237905037",https://vimeo.com/237905037,https://i.vimeocdn.com/video/660449793_420x240.jpg,VS,70
5627,572,191,230,2017-10-06 00:00:00.000,Stroke Prevention in patients with AF: What is new in 2017?,Stroke Prevention in patients with AF: What is new in 2017?,"","","238036549",https://vimeo.com/238036549,https://i.vimeocdn.com/video/660620002_420x240.jpg,VS,70
5628,572,1113,10,2017-10-05 00:00:00.000,Hot Topics in Cardiology,Hot Topics in Cardiology,"","","239446422",https://vimeo.com/239446422,https://i.vimeocdn.com/video/662420595_300x170.jpg,VI,70
5629,523,256,1,2017-05-04 00:00:00.000,From Arterial Hypertension to Heart Disease,From Arterial Hypertension to Heart Disease,"","","237885719",https://vimeo.com/237885719,https://i.vimeocdn.com/video/660425916_300x170.jpg,VI,70
5630,523,914,1,2017-05-04 00:00:00.000,From Arterial Hypertension to Heart Disease,From Arterial Hypertension to Heart Disease,"","","237885753",https://vimeo.com/237885753,https://i.vimeocdn.com/video/660425954_300x170.jpg,VI,70
5631,523,1803,1,2017-05-04 00:00:00.000,From Arterial Hypertension to Heart Disease,From Arterial Hypertension to Heart Disease,"","","237885774",https://vimeo.com/237885774,https://i.vimeocdn.com/video/660425974_300x170.jpg,VI,70
5632,523,1801,1,2017-05-04 00:00:00.000,From Arterial Hypertension to Heart Disease,From Arterial Hypertension to Heart Disease,"","","237885792",https://vimeo.com/237885792,https://i.vimeocdn.com/video/660425986_300x170.jpg,VI,70
5633,523,1805,1,2017-05-04 00:00:00.000,From Arterial Hypertension to Heart Disease,From Arterial Hypertension to Heart Disease,"","","237885803",https://vimeo.com/237885803,https://i.vimeocdn.com/video/660426134_300x170.jpg,VI,70
5634,523,1795,1,2017-05-04 00:00:00.000,From Arterial Hypertension to Heart Disease,From Arterial Hypertension to Heart Disease,"","","237885811",https://vimeo.com/237885811,https://i.vimeocdn.com/video/660426044_300x170.jpg,VI,70
5635,523,1190,1,2017-05-04 00:00:00.000,From Arterial Hypertension to Heart Disease,From Arterial Hypertension to Heart Disease,"","","237885827",https://vimeo.com/237885827,https://i.vimeocdn.com/video/660426239_300x170.jpg,VI,70
5636,523,1531,1,2017-05-04 00:00:00.000,From Arterial Hypertension to Heart Disease,From Arterial Hypertension to Heart Disease,"","","237885838",https://vimeo.com/237885838,https://i.vimeocdn.com/video/660426301_300x170.jpg,VI,70
5637,523,1799,1,2017-05-04 00:00:00.000,From Arterial Hypertension to Heart Disease,From Arterial Hypertension to Heart Disease,"","","237885855",https://vimeo.com/237885855,https://i.vimeocdn.com/video/660426362_300x170.jpg,VI,70
5638,523,1804,1,2017-05-04 00:00:00.000,From Arterial Hypertension to Heart Disease,From Arterial Hypertension to Heart Disease,"","","237885869",https://vimeo.com/237885869,https://i.vimeocdn.com/video/660426405_300x170.jpg,VI,70
5639,523,1802,1,2017-05-04 00:00:00.000,From Arterial Hypertension to Heart Disease,From Arterial Hypertension to Heart Disease,"","","237885879",https://vimeo.com/237885879,https://i.vimeocdn.com/video/660426455_300x170.jpg,VI,70
5640,523,1792,1,2017-05-04 00:00:00.000,From Arterial Hypertension to Heart Disease,From Arterial Hypertension to Heart Disease,"","","237885893",https://vimeo.com/237885893,https://i.vimeocdn.com/video/660426499_300x170.jpg,VI,70
5641,523,359,1,2017-05-04 00:00:00.000,From Arterial Hypertension to Heart Disease,From Arterial Hypertension to Heart Disease,"","","237885910",https://vimeo.com/237885910,https://i.vimeocdn.com/video/660425474_300x170.jpg,VI,70
5642,523,229,1,2017-05-04 00:00:00.000,From Arterial Hypertension to Heart Disease,From Arterial Hypertension to Heart Disease,"","","237885936",https://vimeo.com/237885936,https://i.vimeocdn.com/video/660426797_300x170.jpg,VI,70
5643,523,1115,1,2017-05-04 00:00:00.000,From Arterial Hypertension to Heart Disease,From Arterial Hypertension to Heart Disease,"","","237885950",https://vimeo.com/237885950,https://i.vimeocdn.com/video/660426726_300x170.jpg,VI,70
5644,595,814,70,2017-06-23 00:00:00.000,International Closed Workshop Cardiac Imaging In Clinical Practice,International Closed Workshop Cardiac Imaging In Clinical Practice,"","","237903794",https://vimeo.com/237903794,https://i.vimeocdn.com/video/660449342_300x170.jpg,VI,70
5645,595,2125,70,2017-06-23 00:00:00.000,International Closed Workshop Cardiac Imaging In Clinical Practice,International Closed Workshop Cardiac Imaging In Clinical Practice,"","","237903780",https://vimeo.com/237903780,https://i.vimeocdn.com/video/660448277_300x170.jpg,VI,70
5646,595,1243,70,2017-06-23 00:00:00.000,International Closed Workshop Cardiac Imaging In Clinical Practice,International Closed Workshop Cardiac Imaging In Clinical Practice,"","","237903759",https://vimeo.com/237903759,https://i.vimeocdn.com/video/660448223_300x170.jpg,VI,70
5647,595,2124,70,2017-06-23 00:00:00.000,International Closed Workshop Cardiac Imaging In Clinical Practice,International Closed Workshop Cardiac Imaging In Clinical Practice,"","","237903738",https://vimeo.com/237903738,https://i.vimeocdn.com/video/660449353_300x170.jpg,VI,70
5648,595,2126,70,2017-06-23 00:00:00.000,International Closed Workshop Cardiac Imaging In Clinical Practice,International Closed Workshop Cardiac Imaging In Clinical Practice,"","","237903723",https://vimeo.com/237903723,https://i.vimeocdn.com/video/660449365_300x170.jpg,VI,70
5649,595,1216,70,2017-06-23 00:00:00.000,International Closed Workshop Cardiac Imaging In Clinical Practice,International Closed Workshop Cardiac Imaging In Clinical Practice,"","","237903711",https://vimeo.com/237903711,https://i.vimeocdn.com/video/660449400_300x170.jpg,VI,70
5650,595,711,70,2017-06-23 00:00:00.000,International Closed Workshop Cardiac Imaging In Clinical Practice,International Closed Workshop Cardiac Imaging In Clinical Practice,"","","237903692",https://vimeo.com/237903692,https://i.vimeocdn.com/video/660448220_300x170.jpg,VI,70
5651,595,1534,70,2017-06-23 00:00:00.000,International Closed Workshop Cardiac Imaging In Clinical Practice,International Closed Workshop Cardiac Imaging In Clinical Practice,"","","237903677",https://vimeo.com/237903677,https://i.vimeocdn.com/video/660449424_300x170.jpg,VI,70
5652,595,1513,70,2017-06-23 00:00:00.000,International Closed Workshop Cardiac Imaging In Clinical Practice,International Closed Workshop Cardiac Imaging In Clinical Practice,"","","237903652",https://vimeo.com/237903652,https://i.vimeocdn.com/video/660448074_300x170.jpg,VI,70
5653,595,982,70,2017-06-23 00:00:00.000,International Closed Workshop Cardiac Imaging In Clinical Practice,International Closed Workshop Cardiac Imaging In Clinical Practice,"","","237903645",https://vimeo.com/237903645,https://i.vimeocdn.com/video/660449662_300x170.jpg,VI,70
5654,595,2123,70,2017-06-23 00:00:00.000,International Closed Workshop Cardiac Imaging In Clinical Practice,International Closed Workshop Cardiac Imaging In Clinical Practice,"","","237903631",https://vimeo.com/237903631,https://i.vimeocdn.com/video/660448187_300x170.jpg,VI,70
5655,595,2118,70,2017-06-23 00:00:00.000,International Closed Workshop Cardiac Imaging In Clinical Practice,International Closed Workshop Cardiac Imaging In Clinical Practice,"","","237903618",https://vimeo.com/237903618,https://i.vimeocdn.com/video/660448063_300x170.jpg,VI,70
5656,585,2226,330,2017-09-23 00:00:00.000,Discussione,Discussione,"","","238045735",https://vimeo.com/238045735,https://i.vimeocdn.com/video/660631870_420x240.jpg,VS,70
5657,595,1448,70,2017-06-23 00:00:00.000,International Closed Workshop Cardiac Imaging In Clinical Practice,International Closed Workshop Cardiac Imaging In Clinical Practice,"","","237903600",https://vimeo.com/237903600,https://i.vimeocdn.com/video/660447960_300x170.jpg,VI,70
5658,595,1439,70,2017-06-23 00:00:00.000,International Closed Workshop Cardiac Imaging In Clinical Practice,International Closed Workshop Cardiac Imaging In Clinical Practice,"","","237903565",https://vimeo.com/237903565,https://i.vimeocdn.com/video/660448017_300x170.jpg,VI,70
5659,595,29,70,2017-06-23 00:00:00.000,International Closed Workshop Cardiac Imaging In Clinical Practice,International Closed Workshop Cardiac Imaging In Clinical Practice,"","","237903538",https://vimeo.com/237903538,https://i.vimeocdn.com/video/660449007_300x170.jpg,VI,70
5660,595,2122,70,2017-06-23 00:00:00.000,International Closed Workshop Cardiac Imaging In Clinical Practice,International Closed Workshop Cardiac Imaging In Clinical Practice,"","","237903482",https://vimeo.com/237903482,https://i.vimeocdn.com/video/660449665_300x170.jpg,VI,70
5661,585,178,350,2017-09-23 00:00:00.000,Discussione,Discussione,"","","238045866",https://vimeo.com/238045866,https://i.vimeocdn.com/video/660632010_420x240.jpg,VS,70
5662,585,18,360,2017-09-23 00:00:00.000,Discussione,Discussione,"","","238048962",https://vimeo.com/238048962,https://i.vimeocdn.com/video/660636142_420x240.jpg,VS,70
5663,523,931,1,2017-05-04 00:00:00.000,From Arterial Hypertension to Heart Disease,From Arterial Hypertension to Heart Disease,"","","238056392",https://vimeo.com/238056392,https://i.vimeocdn.com/video/660646039_300x170.jpg,VI,70
5665,566,2044,1,2017-06-08 00:00:00.000,"3rd International Meeting on: Nephrolithiasis","3rd International Meeting on: Nephrolithiasis","","","237902684",https://vimeo.com/237902684,https://i.vimeocdn.com/video/660449039_300x170.jpg,VI,70
5666,566,165,1,2017-06-08 00:00:00.000,"3rd International Meeting on: Nephrolithiasis","3rd International Meeting on: Nephrolithiasis","","","237902640",https://vimeo.com/237902640,https://i.vimeocdn.com/video/660446887_300x170.jpg,VI,70
5667,566,2041,1,2017-06-08 00:00:00.000,"3rd International Meeting on: Nephrolithiasis","3rd International Meeting on: Nephrolithiasis","","","237902611",https://vimeo.com/237902611,https://i.vimeocdn.com/video/660449118_300x170.jpg,VI,70
5668,566,142,1,2017-06-08 00:00:00.000,"3rd International Meeting on: Nephrolithiasis","3rd International Meeting on: Nephrolithiasis","","","237902578",https://vimeo.com/237902578,https://i.vimeocdn.com/video/660449081_300x170.jpg,VI,70
5669,566,117,1,2017-06-08 00:00:00.000,"3rd International Meeting on: Nephrolithiasis","3rd International Meeting on: Nephrolithiasis","","","237902553",https://vimeo.com/237902553,https://i.vimeocdn.com/video/660446725_300x170.jpg,VI,70
5672,566,1832,1,2017-06-08 00:00:00.000,"3rd International Meeting on: Nephrolithiasis","3rd International Meeting on: Nephrolithiasis","","","237902478",https://vimeo.com/237902478,https://i.vimeocdn.com/video/660446590_300x170.jpg,VI,70
5673,566,1180,1,2017-06-08 00:00:00.000,"3rd International Meeting on: Nephrolithiasis","3rd International Meeting on: Nephrolithiasis","","","237902449",https://vimeo.com/237902449,https://i.vimeocdn.com/video/660446559_300x170.jpg,VI,70
5675,566,2042,1,2017-06-08 00:00:00.000,"3rd International Meeting on: Nephrolithiasis","3rd International Meeting on: Nephrolithiasis","","","237902395",https://vimeo.com/237902395,https://i.vimeocdn.com/video/660446510_300x170.jpg,VI,70
5677,566,2045,1,2017-06-08 00:00:00.000,"3rd International Meeting on: Nephrolithiasis","3rd International Meeting on: Nephrolithiasis","","","237902253",https://vimeo.com/237902253,https://i.vimeocdn.com/video/660446404_300x170.jpg,VI,70
5679,585,93,370,2017-09-23 00:00:00.000,Discussione,Discussione,"","","238062380",https://vimeo.com/238062380,https://i.vimeocdn.com/video/660653425_420x240.jpg,VS,70
5680,585,291,270,2017-09-23 00:00:00.000,Discussione,Discussione,"","","238062394",https://vimeo.com/238062394,https://i.vimeocdn.com/video/660653411_420x240.jpg,VS,70
5681,585,1913,280,2017-09-23 00:00:00.000,Discussione,Discussione,"","","238062406",https://vimeo.com/238062406,https://i.vimeocdn.com/video/660653433_420x240.jpg,VS,70
5682,585,115,290,2017-09-23 00:00:00.000,Discussione,Discussione,"","","238064198",https://vimeo.com/238064198,https://i.vimeocdn.com/video/660655798_420x240.jpg,VS,70
5683,585,2,200,2017-09-22 00:00:00.000,Discussione,Discussione,"","","238064248",https://vimeo.com/238064248,https://i.vimeocdn.com/video/660655839_420x240.jpg,VS,70
5684,585,2222,210,2017-09-22 00:00:00.000,Discussione,Discussione,"","","238064385",https://vimeo.com/238064385,https://i.vimeocdn.com/video/660656056_420x240.jpg,VS,70
5685,571,1490,65,2017-09-29 00:00:00.000,Epigenetic signature and coronary artery disease/heart failure in type 2 diabetes: a clinical perspective,Epigenetic signature and coronary artery disease/heart failure in type 2 diabetes: a clinical perspective,"","","238081849",https://vimeo.com/238081849,https://i.vimeocdn.com/video/660678794_420x240.jpg,VS,70
5686,571,2232,130,2017-09-29 00:00:00.000,Pregnancy complications predict future cardiovascular disease and diabetes,Pregnancy complications predict future cardiovascular disease and diabetes,"","","238082184",https://vimeo.com/238082184,https://i.vimeocdn.com/video/660679270_420x240.jpg,VS,70
5687,571,2231,195,2017-09-29 00:00:00.000,Glucose control and optimal glucose targets in patients with coronary artery disease/heart failure in type 2 diabetes,Glucose control and optimal glucose targets in patients with coronary artery disease/heart failure in type 2 diabetes,"","","238082654",https://vimeo.com/238082654,https://i.vimeocdn.com/video/660679887_420x240.jpg,VS,70
5688,571,2235,330,2017-09-30 00:00:00.000,Silent ischemia in coronary artery disease/heart failure in type 2 diabetes: frequent and ominous,Silent ischemia in coronary artery disease/heart failure in type 2 diabetes: frequent and ominous,"","","238085140",https://vimeo.com/238085140,https://i.vimeocdn.com/video/660683256_420x240.jpg,VS,70
5689,571,2232,135,2017-09-29 00:00:00.000,Discussione,Discussione,"","","238086366",https://vimeo.com/238086366,https://i.vimeocdn.com/video/660684776_420x240.jpg,VS,70
5690,571,2231,200,2017-09-29 00:00:00.000,Discussione - Glucose control and optimal glucose targets in patients with coronary artery disease/heart failure in type,Discussione - Glucose control and optimal glucose targets in patients with coronary artery disease/heart failure in type,"","","238086391",https://vimeo.com/238086391,https://i.vimeocdn.com/video/660684900_420x240.jpg,VS,70
5691,571,2233,250,2017-09-29 00:00:00.000,Arrhythmias/sudden cardiac death in coronary artery disease and heart failure in type 2 diabetes,Arrhythmias/sudden cardiac death in coronary artery disease and heart failure in type 2 diabetes,"","","238092840",https://vimeo.com/238092840,https://i.vimeocdn.com/video/660693124_420x240.jpg,VS,70
5692,571,2233,255,2017-09-29 00:00:00.000,Discussione,Discussione,"","","238092809",https://vimeo.com/238092809,https://i.vimeocdn.com/video/660692981_420x240.jpg,VS,70
5693,610,1742,5,2017-10-14 00:00:00.000,"Opening Ceremony - Antonio Coca, Alessandro Casini","Opening Ceremony - Antonio Coca, Alessandro Casini","","","238396734",https://vimeo.com/238396734,https://i.vimeocdn.com/video/661078658_420x240.jpg,VS,70
5694,610,6,15,2017-10-14 00:00:00.000,Opening Lecture - How recent meta-analyses will modify the 2018 Hypertension Guidelines,Opening Lecture - How recent meta-analyses will modify the 2018 Hypertension Guidelines,"","","238398424",https://vimeo.com/238398424,https://i.vimeocdn.com/video/661080816_420x240.jpg,VS,70
5695,610,92,25,2017-10-14 00:00:00.000,Alberto Zanchetti biography,Alberto Zanchetti biography,"","","238399278",https://vimeo.com/238399278,https://i.vimeocdn.com/video/661081953_420x240.jpg,VS,70
5696,610,6,20,2017-10-14 00:00:00.000,Discussione,Discussione,Sorpresa per il Dottor Zanchetti,Sorpresa per il Dottor Zanchetti,"238399312",https://vimeo.com/238399312,https://i.vimeocdn.com/video/661082033_420x240.jpg,VS,70
5697,610,821,35,2017-10-14 00:00:00.000, How Alberto Zanchetti changed my life, How Alberto Zanchetti changed my life,"","","238400199",https://vimeo.com/238400199,https://i.vimeocdn.com/video/661083197_420x240.jpg,VS,70
5698,610,226,45,2017-10-14 00:00:00.000,Alberto Zanchetti in the main hypertension trials,Alberto Zanchetti in the main hypertension trials,"","","238400900",https://vimeo.com/238400900,https://i.vimeocdn.com/video/661084095_420x240.jpg,VS,70
5699,610,114,55,2017-10-14 00:00:00.000,The impact of Alberto Zanchetti in the field of hypertension in Spain,The impact of Alberto Zanchetti in the field of hypertension in Spain,"","","238401555",https://vimeo.com/238401555,https://i.vimeocdn.com/video/661084913_420x240.jpg,VS,70
5700,610,1742,75,2017-10-14 00:00:00.000,Guests Comments,Guests Comments,Alberto Zanchetti,Alberto Zanchetti,"238402259",https://vimeo.com/238402259,https://i.vimeocdn.com/video/661085771_420x240.jpg,VS,70
5701,610,725,65,2017-10-14 00:00:00.000,The impact of Alberto Zanchetti in research and education in the field of hypertension in Latin America,The impact of Alberto Zanchetti in research and education in the field of hypertension in Latin America,"","","238403032",https://vimeo.com/238403032,https://i.vimeocdn.com/video/661086748_420x240.jpg,VS,70
5702,573,1742,1000,2017-10-19 00:00:00.000,Pharmacology and Therapeutics of Bronchodilators - Rogliani e Cazzola,Pharmacology and Therapeutics of Bronchodilators - Rogliani and Cazzola,"","","219844079",https://vimeo.com/219844079,https://i.vimeocdn.com/video/637702287_300x170.jpg,VI,70
5703,589,1640,2000,2017-11-23 00:00:00.000,ECHO HONG KONG,ECHO HONG KONG,"","","235690121",https://vimeo.com/235690121,https://i.vimeocdn.com/video/657576602_300x170.jpg,VI,70
5704,575,680,1000,2017-10-25 00:00:00.000,HPB SURGERY: UDINE MEETS THE EXPERTS II,HPB SURGERY: UDINE MEETS THE EXPERTS II,"","","232822333",https://vimeo.com/232822333,https://i.vimeocdn.com/video/653999846_300x170.jpg,VI,70
5705,547,1783,1,2017-04-28 00:00:00.000,Hematologic Diseases in Elderly,Hematologic Diseases in Elderly,"","","238899780",https://vimeo.com/238899780,https://i.vimeocdn.com/video/661722654_300x170.jpg,VI,5
5706,547,1775,4,2017-04-28 00:00:00.000,Hematologic Diseases in Elderly,Hematologic Diseases in Elderly,"","","238899788",https://vimeo.com/238899788,https://i.vimeocdn.com/video/661724462_300x170.jpg,VI,5
5707,547,1181,1,2017-04-28 00:00:00.000,Hematologic Diseases in Elderly,Hematologic Diseases in Elderly,"","","238899804",https://vimeo.com/238899804,https://i.vimeocdn.com/video/661722690_300x170.jpg,VI,5
5708,547,1777,1,2017-04-28 00:00:00.000,Hematologic Diseases in Elderly,Hematologic Diseases in Elderly,"","","238899815",https://vimeo.com/238899815,https://i.vimeocdn.com/video/661722728_300x170.jpg,VI,5
5709,547,1785,1,2017-04-28 00:00:00.000,Hematologic Diseases in Elderly,Hematologic Diseases in Elderly,"","","238899831",https://vimeo.com/238899831,https://i.vimeocdn.com/video/661722755_300x170.jpg,VI,5
5710,547,1780,1,2017-04-28 00:00:00.000,Hematologic Diseases in Elderly,Hematologic Diseases in Elderly,"","","238899845",https://vimeo.com/238899845,https://i.vimeocdn.com/video/661722757_300x170.jpg,VI,5
5711,547,1782,1,2017-04-28 00:00:00.000,Hematologic Diseases in Elderly,Hematologic Diseases in Elderly,"","","238899853",https://vimeo.com/238899853,https://i.vimeocdn.com/video/661722803_300x170.jpg,VI,5
5712,547,1574,1,2017-04-28 00:00:00.000,Hematologic Diseases in Elderly,Hematologic Diseases in Elderly,"","","238899864",https://vimeo.com/238899864,https://i.vimeocdn.com/video/661724627_300x170.jpg,VI,5
5713,547,1787,1,2017-04-28 00:00:00.000,Hematologic Diseases in Elderly,Hematologic Diseases in Elderly,"","","238899875",https://vimeo.com/238899875,https://i.vimeocdn.com/video/661724703_300x170.jpg,VI,5
5714,547,1789,1,2017-04-28 00:00:00.000,Hematologic Diseases in Elderly,Hematologic Diseases in Elderly,"","","238899881",https://vimeo.com/238899881,https://i.vimeocdn.com/video/661722829_300x170.jpg,VI,5
5715,547,1786,1,2017-04-28 00:00:00.000,Hematologic Diseases in Elderly,Hematologic Diseases in Elderly,"","","238899896",https://vimeo.com/238899896,https://i.vimeocdn.com/video/661724898_300x170.jpg,VI,5
5716,573,1742,5,2017-10-19 00:00:00.000, Welcome addresses, Welcome addresses,"","","238950303",https://vimeo.com/238950303,https://i.vimeocdn.com/video/661789063_420x240.jpg,VS,70
5717,573,2253,25,2017-10-19 00:00:00.000, The evolution of bronchodilation over time: from Ephedra equisetina to MABAs, The evolution of bronchodilation over time: from Ephedra equisetina to MABAs,"","","238952591",https://vimeo.com/238952591,https://i.vimeocdn.com/video/661792079_420x240.jpg,VS,70
5718,573,2255,55,2017-10-19 00:00:00.000,The pharmacological optimization of bronchodilation,The pharmacological optimization of bronchodilation,"","","238957937",https://vimeo.com/238957937,https://i.vimeocdn.com/video/661800980_420x240.jpg,VS,70
5720,573,2253,30,2017-10-19 00:00:00.000,General Discussion,General Discussion,"","","238958231",https://vimeo.com/238958231,https://i.vimeocdn.com/video/661799003_420x240.jpg,VS,70
5721,573,46,65,2017-10-19 00:00:00.000,Emerging classes of bronchodilators,Emerging classes of bronchodilators,"","","238961586",https://vimeo.com/238961586,https://i.vimeocdn.com/video/661803531_420x240.jpg,VS,70
5722,573,2254,50,2017-10-19 00:00:00.000,Discussion,Discussion,"","","239064990",https://vimeo.com/239064990,https://i.vimeocdn.com/video/661934457_420x240.jpg,VS,70
5723,573,2255,60,2017-10-19 00:00:00.000,Discussion,Discussion,"","","239065879",https://vimeo.com/239065879,https://i.vimeocdn.com/video/661935521_420x240.jpg,VS,70
5724,573,2254,45,2017-10-19 00:00:00.000,The physiological rationale for using bronchodilators,The physiological rationale for using bronchodilators,"","","239073194",https://vimeo.com/239073194,https://i.vimeocdn.com/video/661944662_420x240.jpg,VS,70
5725,573,2256,105,2017-10-20 00:00:00.000,Discussion,Discussion,"","","239075408",https://vimeo.com/239075408,https://i.vimeocdn.com/video/661947508_420x240.jpg,VS,70
5726,573,2257,90,2017-10-20 00:00:00.000, Is it appropriate to treat all COPD patients with long-acting bronchodilators?, Is it appropriate to treat all COPD patients with long-acting bronchodilators?,"","","239077685",https://vimeo.com/239077685,https://i.vimeocdn.com/video/661950520_420x240.jpg,VS,70
5727,573,2257,95,2017-10-20 00:00:00.000,Discussion,Discussion,"","","239078902",https://vimeo.com/239078902,https://i.vimeocdn.com/video/661951875_420x240.jpg,VS,70
5728,573,2256,100,2017-10-20 00:00:00.000, Is it better to start with a β2-agonist or with an antimuscarinic agent?, Is it better to start with a β2-agonist or with an antimuscarinic agent?,"","","239079243",https://vimeo.com/239079243,https://i.vimeocdn.com/video/661952333_420x240.jpg,VS,70
5729,573,2259,140,2017-10-20 00:00:00.000,Discussion,Discussion,"","","239088817",https://vimeo.com/239088817,https://i.vimeocdn.com/video/661964149_420x240.jpg,VS,70
5730,573,2259,135,2017-10-20 00:00:00.000,Is once- or twice-daily dosing referable?,Is once- or twice-daily dosing referable?,"","","239089113",https://vimeo.com/239089113,https://i.vimeocdn.com/video/661964487_420x240.jpg,VS,70
5731,573,2252,20,2017-10-19 00:00:00.000,Discussion,Discussion,"","","239091258",https://vimeo.com/239091258,https://i.vimeocdn.com/video/661967056_420x240.jpg,VS,70
5732,573,2252,15,2017-10-19 00:00:00.000,Health and Innovative Research: Mission and Goals for the University facing the Emerging Challenges,Health and Innovative Research: Mission and Goals for the University facing the Emerging Challenges,"","","239091304",https://vimeo.com/239091304,https://i.vimeocdn.com/video/661967093_420x240.jpg,VS,70
5733,573,2258,115,2017-10-20 00:00:00.000,Discussion,Discussion,"","","239092464",https://vimeo.com/239092464,https://i.vimeocdn.com/video/661968704_420x240.jpg,VS,70
5734,573,2258,110,2017-10-20 00:00:00.000,Is it useful to use a bronchodilator with a rapid onset of action?,Is it useful to use a bronchodilator with a rapid onset of action?,"","","239092647",https://vimeo.com/239092647,https://i.vimeocdn.com/video/661968856_420x240.jpg,VS,70
5735,573,1526,160,2017-10-20 00:00:00.000,Discussion,Discussion,"","","239099598",https://vimeo.com/239099598,https://i.vimeocdn.com/video/661977909_420x240.jpg,VS,70
5736,573,1526,155,2017-10-20 00:00:00.000,  When must we add an ICS?,  When must we add an ICS?,"","","239099785",https://vimeo.com/239099785,https://i.vimeocdn.com/video/661978089_420x240.jpg,VS,70
5737,573,2261,185,2017-10-20 00:00:00.000,Discussion,Discussion,"","","239110071",https://vimeo.com/239110071,https://i.vimeocdn.com/video/661991670_420x240.jpg,VS,70
5738,573,2261,180,2017-10-20 00:00:00.000,The role of bronchodilators in the management of asthma,The role of bronchodilators in the management of asthma,"","","239110167",https://vimeo.com/239110167,https://i.vimeocdn.com/video/661991875_420x240.jpg,VS,70
5739,573,850,195,2017-10-20 00:00:00.000,Discussion,Discussion,"","","239115160",https://vimeo.com/239115160,https://i.vimeocdn.com/video/661997630_420x240.jpg,VS,70
5740,573,850,190,2017-10-20 00:00:00.000,The role of bronchodilators in the management of COPD,The role of bronchodilators in the management of COPD,"","","239115248",https://vimeo.com/239115248,https://i.vimeocdn.com/video/661997726_420x240.jpg,VS,70
5741,573,943,230,2017-10-20 00:00:00.000,Discussion,Discussion,"","","239132267",https://vimeo.com/239132267,https://i.vimeocdn.com/video/662019142_420x240.jpg,VS,70
5742,573,2263,205,2017-10-20 00:00:00.000,Discussion,Discussion,"","","239132495",https://vimeo.com/239132495,https://i.vimeocdn.com/video/662019191_420x240.jpg,VS,70
5744,573,943,225,2017-10-20 00:00:00.000,Assessing the exercise response to bronchodilators,Assessing the exercise response to bronchodilators,"","","239133533",https://vimeo.com/239133533,https://i.vimeocdn.com/video/662020348_420x240.jpg,VS,70
5745,573,841,235,2017-10-20 00:00:00.000, Use of bronchodilation in athletes and the abuse of bronchodilators, Use of bronchodilation in athletes and the abuse of bronchodilators,"","","239136199",https://vimeo.com/239136199,https://i.vimeocdn.com/video/662023622_420x240.jpg,VS,70
5746,573,841,240,2017-10-20 00:00:00.000,Discussion,Discussion,"","","239139067",https://vimeo.com/239139067,https://i.vimeocdn.com/video/662027552_420x240.jpg,VS,70
