"id_relatore","name","surname","company","role","photo","curriculum"
"2600","Ketty","Savino","","","",""
"2601","Arthur","Scholte","","","",""
"2602","Riemer","Slart","","","",""
"2603","Hein J","Verberne","","","",""
"2604","Violo","Caterina","","","",""
"2605","Duccio","Volterrani","","","",""
"2606","Veronica","Santini","","","",""
"2607","Giulia Elena","Mandoli","","","",""
"2608","Ilaria","Ambrosini","","","",""
"2609","Valentina","Barletta","","","",""
"2610","Roberto","Bitto","","","",""
"2611","Alberto","Aimo","","","",""
"2612","Alessandro","Valleggi","","","",""
"2613","Chrysanthos","Grigoratos","","","",""
"2614","Vladislav","Chubuchny","","","",""
"2615","Luca","Longobardo","","","",""
"2616","Roberta","Manganaro","","","",""
"2617","Pietro","Scicchitano","","","",""
"2618","Claus","Bachert","","","",""
"2619","Laura","Berroeta Gil","","","",""
"2620","Eugene R.","Bleecker","","","",""
"2621","Sergio","Bonini","","","58754","Professor of Internal Medicine at the Second University of Naples, Sergio Bonini is at present Research Associate at the Italian National Research Council (CNR), Institute of Translational Pharmacology, Rome. From 2013 to 2017 he was Expert-on-Secondment, Advisory Function-Senior Medical Officer at the European Medicines Agency, where he is now National Expert. M.D. degree at the University of Rome “La Sapienza” in 1971. Board certified in Allergology and Clinical Immunology (1972), Gastroenterology (1973) and Internal Medicine (1984). Research of Prof. Bonini has mainly focused on allergic and autoimmune diseases (Charles Blackley Awardee in 2010) as well as, under the mentorship of the Nobel Prize Professor Rita Levi Montalcini, on the role of Nerve Growth Factor in allergic inflammation and tissue remodelling. Scientific production of Prof. Bonini includes approx. 500 publications (more than 300 indexed by ISI ; H-index > 70). The most cited papers include the original description of a late-phase reaction in the eye after allergen provocation, the first report on the potential relevance of NGF in asthma and allergic inflammation, the description of genetic and environmental factors (infections, smoking, physical activity) influencing allergy phenotypes. Professor Bonini is listed among the 100 Top Italian Scientists/Clinical Sciences working in Italy and abroad (www.topitalianscientists.org) Prof. Bonini is Past-President of the Italian Medical Society in Great Britain (President 2016-2018), Past-President of the European Academy of Allergology and Clinical Immunology (President 1998-2001)) and Honorary member of the Rumenian Academy of Sciences and of the Belgian, Hungarian and Argentinian Societies of Allergology and Clinical Immunology. He is Member of the Scientific Committee of the Italian Embassy in London and has been part of several international (WHO, IAACI-WAO, EAACI, AAAAI, European Medicines Agency) and national (Ministry of Health, Italian Drug Agency) expert board panels. Co-founder of Allergy, he is co-editor of the BJCP Series on EMA Guidelines and editorial board member and/or referee of several international journals."
"2622","Victor","Bustamante Madariaga","","","",""
"2623","Irune","Cachorro San Pedro","","","",""
"2624","Marco","Caminati","","","69998","Marco Caminati, Medical Doctor, Allergy and Clinical Immunology specialist, Assistant Professor in Allergy, Clinical Immunology and Respiratory Medicine at the Department of Medicine, University of Verona, and at the Asthma Center and Allergy Unit of Verona University Hospital. Most of his clinical activity and scientific production focuses on asthma, particularly severe asthma, biologics and immunotherapy for immunological and allergic diseases. His research interests also include rare immunological disorders with hyper-eosinophilia, with a special focus on new targeted therapies. He has always promoted the identity and strength of Allergy and Clinical Immunology as an active Junior Member in national and international societies; he chaired the Junior Members Group of the Italian Society of Allergy Asthma and Clinical Immunology, co-chaired the Junior Members Steering Group of the World Allergy Organization (WAO) and was involved in the European Academy of Allergy and Clinical Immunology (EAACI) Junior Member Assembly. He is currently Member of the WAO Adult Asthma Committee and Biologics for Adult Severe Asthma Committee and Member of the EAACI Task Force on Allergic Bronchopulmonary Aspergillosis. He also serves as Senior Advisor and past co-Chair for the WAO. As a parallel life, after the University degree in Trumpet, at Piacenza Higher Education Institution, State Music Academy he regularly performs together with other colleagues in the Asclepio Doctor’s Orchestra."
"2625","Luis","Caraballo","","","",""
"2626","Victòria","Cardona","","","",""
"2627","Stefano","Centanni","","","68408","ESPERIENZA LAVORATIVA • Date (da – a) Gennaio 1991 • Nome e indirizzo del datore di lavoro Università degli Studi di Milano, Via Festa del Perdono 7, Milano • Tipo di azienda o settore Università degli Studi di Milano • Tipo di impiego Docente a tempo pieno • Principali mansioni e responsabilità Professore Ordinario Malattie dell’Apparato Respiratorio Direttore U.O.C. Pneumologia, ASST- Santi Paolo e Carlo Direttore DiSS (Dipartimento di Scienze della Salute, Università degli Studi di Milano dal 2017 Direttore Dipartimento Cardio-Respiratorio della ASST Santi Paolo e Carlo dal 2021 Direttore Istituto di Tisiologia e Malattie dell’Apparato Respiratorio , Università degli Studi di Milano dal 2001 al 2004 Direttore II Scuola di Specializzazione in Malattie dell’ Apparato Respiratorio, Università degli Studi di Milano dal 2004 al 2008 Direttore Scuola di Specializzazione in Malattie dell’Apparato Respiratorio, Università degli Studi di Milano, dal 2010 al 2013 e del 2014 ad 2017 Presidente Collegio Professori Ordinari di Malattie dell’Apparato Respiratorio dal 2015 Membro dell’Intercollegio Universitario dal 2015 Componente Senato Accademico dal 2018 Presidente SIMeR (Società Italiana di Medicina Respiratoria) dal 2009 al 2011 Delegato Nazionale ERS (European Respiratory Society) dal 2007 al 2009 Delegato Nazionale FERS (Forum of European Respiratory Societies) dal 2007 al 2012."
"2628","Ignacio Jesús","Dávila Gonzáles","","","",""
"2629","Zuzana","Diamant","","","",""
"2630","Motohiro","Ebisawa","","","",""
"2631","Bernat Galarraga","Gallastegui","","","",""
"2632","René Maximiliano","Gómez","","","",""
"2633","","González Díaz","","","",""
"2634","Miguel","Herrerias Peña","","","",""
"2635","Ignacio","Jáuregui Presa","","","",""
"2636","Luiciana","Kase Tanno","","","",""
"2637","Francesca","Levi-Schaffer","","","70513","Francesca Levi-Schaffer is a Professor at The Hebrew University of Jerusalem in the Faculty of Medicine. She holds the Isaac and Myrna Kaye Chair in Immunopharmacology. Prof. Levi-Schaffer completed her PharmD degree at the University of Milano, her PhD in Immunology at the Weizmann Institute, Israel, and her post-doctorate at Harvard Medical School. She has published 181 articles in peer-reviewed journals, 104 reviews and editorials and 27 book chapters and has three patents and three provisional patents. She is President-Elect of the International Union of Basic and Clinical Pharmacology (IUPHAR) (2022-2024) and chairperson of the National Committee of IUPHAR representing the Israel Academy of Sciences and Humanities, She was instrumental in the establishment of an Immunopharmacology Section in the IUPHAR and served as its first Chair. Prof. Levi-Schaffer is a member of the Israeli Ministry of Health Committee for Human Experimentation of New Drugs; member of the Editorial Board of the Journal of Allergy and Clinical Immunology (2019-2024); President of the European Mast Cell and Basophil Research Network (EMBRN) (2019-2024); and Associate Editor of Annals of Allergy, Asthma & Immunology. Her expertise is in the area of immunopharmacology of allergy focusing on mast cells and eosinophils, their activating and inhibitory receptors, their cross-talk for a better prophylaxis/treatment of allergic diseases. Moreover, her lab studies the role of mast cells and eosinophils in hypoxia (allergy, COPD); mastocytosis and its treatment; the crosstalk between atopic dermatitis and asthma with the microbiome. She is also developing novel monoclonal antibodies and bispecific antibodies against activating and inhibiting receptors on mast cells and eosinophils for the treatment of allergy and of selected solid tumors. In response to the coronavirus disease (COVID-19), she is looking for new therapy targets in COVID-19 patients."
"2638","Mário","Morais-Almeida","","","75475","Lisboa, Portugal"
"2639","Eustachio","Nettis","","","",""
"2640","Pierluigi","Paggiaro","","","",""
"2641","Eva","Polverino","","","",""
"2642","Tododr A.","Popov","","","",""
"2643","Laureano","Ribacoba Bajo","","","",""
"2644","Philip Wakim","Rouadi","","","43790","(Beirut, LB)"
"2645","Mario A.","Sánchez Borges","","","",""
"2647","Gianenerico","Senna","","","",""
"2648","Anahi","Yáñez","","","",""
"2649","Jonathon","Leipsic","","","",""
"2650","Peter","Libby","","","",""
"2651","Calum","MacRae","","","",""
"2652","Catherine","Shanahan","","","",""
"2653","Sicari","Rosa","","","",""
"2654","Stephen J.","White","","","",""
"2655","Domenico","Cianflone","","","",""
"2656","Paolo","Denti","","","",""
"2657","Javier","Escaned","","","",""
"2658","Vanessa","Ferreira","","","",""
"2659","Göran","Hansson","","","",""
"2660","Joseph","Hill","","","",""
"2661","Pier Giorgio","Masci","","","",""
"2662","Christopher M.","O’Connor","","","",""
"2663","Marc","Pfeffer","","","75746","Dr. Marc A. Pfeffer, a graduate of Rockford College in Rockford, Illinois, received both his doctorate in physiology and biophysics and his medical degree from the University of Oklahoma in Oklahoma City. He completed his internship, residency and clinical fellowship at the Peter Bent Brigham Hospital, Harvard Medical School in Boston. Dr. Pfeffer is currently the Distinguished Dzau Professor of Medicine at Harvard Medical School, and Senior Physician in the Cardiovascular Division at the Brigham and Women’s Hospital in Boston. A noted researcher, Dr. Pfeffer, along with his late wife, Dr. Janice Pfeffer, and Eugene Braunwald MD, is credited with introducing the concept that angiotensin-converting enzyme inhibitors (ACEIs) could attenuate adverse ventricular remodelling following myocardial infarction and that this use would result in a prolongation of survival and other clinical benefits. Since this initial discovery, he has had a principal role in several practice-changing clinical outcome trials. He is well known for exploring the interfaces between renal and cardiovascular diseases. An internationally recognized expert in the field of cardiology, Dr. Pfeffer was recognized by Science Watch as having the most ‘Hot Papers’ (highly cited) in all of clinical medicine and was listed as one of the highly influential biomedical researchers of 1996-2011 in the European Journal of Clinical Investigation. He is the recipient of the William Harvey Award of the American Society of Hypertension, the Okamoto Award from Japan’s Vascular Disease Research Foundation, the Clinical Research Prize, the James B. Herrick Award and the 2023 Eugene Braunwald Academic Mentorship Award of the American Heart Association. The Distinguished Scientist Awards from both the American Heart Association as well as the American College of Cardiology. The Lifetime Achievement Award from both the Heart Failure Society of America and the Heart Failure Association of the European Congress of Cardiology. The Gold Medal Award from the European Society of Cardiology in 2018. Dr. Pfeffer has Honorary Doctoral Degrees from Sahlgrenska Academy at the University of Gothenburg, Sweden, from the University of Glasgow, Scotland, from UCLouvain University in Belgium, and from Semmelweis University, Budapest, Hungary. He is a Fellow of the British Society for Heart Failure as well as an Honorary Fellowship of the Royal College of Physicians, London."
"2664","Roxy","Senior","","","",""
"2665","Andreas","Giannopoulos","","","",""
"2666","Azeem","Latib","","","",""
"2667","Denise R.","Aberle","","","",""
"2668","Alvar","Agusti","","","",""
"2669","Katerina","Antoninou","","","",""
"2670","Katerina","Antoniou","","","",""
"2671","Ferran","Barbé","","","",""
"2672","Torsten","Gerriet Blum","","","",""
"2673","Ching-Li-Chai","Coetzer","","","",""
"2674","Joanna","Chorostowska-Wynimko","","","",""
"2675","Bruno","Crestani","","","",""
"2676","Mina","Gaga","","","",""
"2677","David","Gozal","","","",""
"2678","Sebastain","Johnston","","","",""
"2679","Marin","Hristos Kollef","","","45190","Dr. Marin Kollef is a Professor of Medicine at Washington University School of Medicine, holds the Virginia E. and Sam J. Golman Chair in Respiratory Intensive Care Medicine, and is Director of Respiratory Care Services and Director of Critical Care Research at Barnes-Jewish Hospital in St. Louis, Missouri. Dr. Kollef attended the U.S. Military Academy at West Point for his undergraduate training and the University of Rochester for his M.D. degree. Dr. Kollef completed his residency in Internal Medicine and his fellowship in Pulmonary and Critical Care Medicine at Madigan Army Medical Center in Tacoma, Washington. He served as the director for the medical ICU at Fitzsimons Army Medical Center from 1988 to 1992. During that time he also served as a general medical officer in support of the 1st Infantry Division during Operation Desert Storm. He joined Washington University School of Medicine and Barnes-Jewish Hospital in 1992. Dr. Kollef is the recipient of numerous honors and awards including selection to “Best Doctors in America,” Central Region and Barnes-Jewish Hospital Team Awards for Quality Improvement for programs directed to VAP prevention, bloodstream infection prevention, and the “Surviving Sepsis Initiative.” His awards for military service with the First Infantry Division (Mechanized) during Operation Desert Storm include the Bronze Star, Meritorious Service Medal, and Combat Medical Badge in Support of Combat Operations. He is also a member of the American Thoracic Society, Society of Critical Care Medicine, American Association for Respiratory Care, and American Society of Clinical Investigation. He is a member of the CDC/OID/NPC DCID Defining Surveillance Definitions for VAP and the Chair for Global Anti-Infectives Leadership Academy. Dr. Kollef currently serves on the editorial boards of Respiratory Care, Critical Care- the Official Journal of the Critical Care Forum, Clinical Infectious Diseases, Critical Care Medicine, Informed Decisions/Clinical Strategies, and the Journal of Surgical Infections. He is a fellow of the American College of Physicians and the American College of Chest Physicians."
"2680","Ronald","Lee","","","",""
"2681","Giovanni Battista","Migliori","","","",""
"2682","Maria","Molina","","","",""
"2683","Ferran","Morell","","","",""
"2684","Parameswaran","Nair","","","69999","MD, PhD, FRCP, FRCPC Primary academic appointment: - Professor of Medicine, Division of Respirology, McMaster University (Jul 1st, 2014 - current) Adjunct appointment - Adjunct Professor of Medicine, McGill University (Jul 1st, 2013 - current) Hospital appointment - Staff Respirologist, St. Joseph’s Healthcare Hamilton (CPSO registration# 70786) (Jan 1st, 2004) - Courtesy privileges, Hamilton Health Sciences Corporation Hospitals Research & Educational appointments - Frederick E. Hargreave Teva Innovation Chair in Airway Diseases, McMaster University (Jan 1st, 2016) - Active Staff, The Research Institute of St. Joseph’s Healthcare Hamilton (Jan 1st, 2004) - Director, Frederick E Hargreave Sputum Laboratory, St Joseph’s Healthcare (July 1st, 2011) - Director, Complex Airway Diseases Fellowship training program, McMaster University (Jan 2012) - Member, BioInterfaces Institute, Departments of Chemistry & Chemical Biology, McMaster University - Member, Schroeder Allergy and Immunology Research Institute, McMaster University (Sep 2021) Clinical interests: I provide in-patient and out-patient care to patients with general respiratory disorders. My special interests are complex airway diseases (Severe asthma, Chronic obstructive pulmonary disease, chronic refractory cough, recurrent airway infections), and eosinophilic lung disorders (EGPA and HES). I evaluate these patients in inter-disciplinary out-patient clinics at the Firestone Institute. A particularly unique feature of my academic clinical practice is the integration of our airway inflammometry, translational immunology and bio-imaging laboratories with the provision of clinical care."
"2685","Michael","Niederman","","","",""
"2686","Alberto","Papi","","","",""
"2687","Manuel","Sanchez de la Torre","","","",""
"2688","Sanjay","Sethi","","","",""
"2689","Carlo","Vancheri","","","68424","University of Catania - Catania (IT)"
"2690","Francesco","Varone","","","",""
"2691","David","Adlam","","","",""
"2692","Fernando","Alfonso","","","",""
"2693","Lucas","Aparicio","","","",""
"2694","Arshid","Azarine","","","",""
"2695","Jean-Luc","Balligand","","","75874","J-L Balligand developed the core of his research on the biochemistry and cellular biology of nitric oxide synthases (NOS) including their regulation in cardiovascular tissues. He initiated the research on the role of NOS in cardiomyocyte contractility, currently extended in the context of myocardial remodelling, e.g. in response to catecholamines and beta-adrenoreceptors. His group also provided seminal observations on the mechanism of endothelial dysfunction by LDL-cholesterol and pleiotropic effects of hypolipemiant drugs (e.g. statins) on the endothelium. JL Balligand and his group developed these research directions as associated partner of a Leducq Foundation-funded transatlantic network of excellence in cardiovascular sciences (http://www.leducq-transatlantic-network.org ) and of the FP6-EUGeneHeart consortium (http://www.eugeneheart.eu) that laid the ground for innovative research in therapeutics for heart failure. He also coordinated several collaborative programmes (Concerted Actions, Interuniversity Attraction Pole) funded by the Politique Scientifique Fédérale. He coordinated the Clinical Trial “Beta3_LVH” (www.beta3lvh.eu) that tested the repurposing of the beta3-adrenergic agonist, mirabegron for the prevention of heart failure with preserved ejection fraction (funded by a European Commission Horizon2020 grant). Recently, he developed initiatives towards the application of systems biology approaches for complex medical diseases, such as long COVID syndrome (funded by the SOFINA Solidarity Fund), currently extended in Wallonia through FEDER funds and internationally through collaboration with the “Network Medicine Alliance and Institute” (https://www.network-medicine.org/). He is Principal Investigator within the Walloon Excellence Research Institute (WEL-RI; Welbio section; https://welri.org/cms/c_11740011/en/welri). He currently is Head of the Pole of Pharmacology and Therapeutics and past-President of the Institut de Recherche Expérimentale et Clinique (IREC), Faculty of Medicine, UCLouvain. He also is practicing Physician at the Cliniques Universitaires Saint-Luc and teaches cardiovascular physiology and pharmacology at the Faculty of Medicine. He is Membre Titulaire of the Royal Academy of Medicine of Belgium and was Vice-President of the Health competitiveness cluster of the Wallonia Region, BioWin. He has been board member of the AstraZeneca Foundation for more than 10 years and currently holds the position of President of the Foundation."
"2696","Nabila","Bouatia-Naji","","","",""
"2697","Marion","Boulanger","","","",""
"2698","Madelon","Bouwmeester","","","",""
"2699","Tina","Chrysochou","","","",""
"2700","Tine","De Backer","","","",""
"2701","Peter","De Leeuw","","","",""
"2702","Stephanie","Debette","","","",""
"2703","James","Froehlich","","","",""
"2704","Santhi","Ganesh","","","",""
"2705","Véronique","Godin","","","",""
"2706","Heather","Gornik","","","",""
"2707","Bruce","Gray","","","",""
"2708","Sharonne","Hayes","","","",""
"2709","Heuten","Hilde","","","",""
"2710","Yoshio","Iwashima","","","",""
"2711","Cathlin","Jamison","","","",""
"2712","Andrzej","Januszewicz","","","",""
"2713","Faiçal","Jarraya","","","",""
"2714","Xavier","Jeunemaitre","","","",""
"2715","Esther","Kim","","","",""
"2716","Jason","Kovacic","","","",""
"2717","Jean-Marie","Krzesinski","","","",""
"2718","Khadija","Lahlou-Laforêt","","","",""
"2719","Bart","Loeys","","","",""
"2720","Cathlin","Jamison","","","",""
"2721","Andrzej","Januszewicz","","","",""
"2722","Angela","Maas","","","",""
"2723","Pamela","Mace","","","",""
"2724","Dianna","Milewicz","","","",""
"2725","Dianna","Milewicz","","","",""
"2726","Alberto","Morganti","","","",""
"2727","Jeffrey","Olin","","","",""
"2728","Pierre-Francois","Plouin","","","",""
"2729","Jacqueline","Saw","","","",""
"2730","Yehonatan","Sharabi","","","",""
"2731","Laurent","Toubiana","","","",""
"2732","Kjell","Tullus","","","",""
"2733","Patricia","Van der Niepe","","","",""
"2734","Daan","Van Twist","","","",""
"2735","Miikka","Vikkula","","","",""
"2736","Jean-Claude","Wautrecht","","","",""
"2737","Scott","Wilson","","","",""
"2738","Jianzhong","XU","","","",""
"2739","Laetitia","Yperzeele","","","",""
"2740","Valter","Gattei","","","",""
"2741","Sebastian","Johnston","","","",""
"2742","Ragavendra R.","Baliga","","","",""
"2743","Marta","Carpani","","","",""
"2744","Lubeck","Herrera Rivera","","","",""
"2745","Renuka","Jain","","","",""
"2748","Felix A.","Medina Palomino","","","68447","Educación Universidad Peruana Cayetano Heredia (1978-1992) : pre y postgrado Postgrado en Baylor College of Medicine – Houston – Texas (1992-1993) Grados y títulos (Universidad Peruana Cayetano Heredia) Médico cirujano (1987) Medicina Interna (1992) Cardiología Clínica (1992) Maestría y Doctorado en Medicina (2000-2001) Actividad laboral actual Hospital Nacional Cayetano Heredia (MINSA) Clínica Médica Cayetano Heredia (clínica privada) : jefe del servicio de cardiología Clínica Internacional y Clínica Delgado (clínicas privadas) Actividad docente Profesor asociado de medicina y cardiología de la Facultad de Medicina Alberto Hurtado – Universidad Peruana Cayetano Heredia (FMAH-UPCH) : pre y postgrado Jefe de cardiología de la Escuela de Pre y Postgrado FMAH – UPCH Membresía en Sociedades Científicas American College of Cardiology (fellow) European Society of Cardiology (fellow) Sociedad Peruana de Cardiología (secretario de actividades científicas en la junta directiva) Sociedad Peruana de Hipertensión Arterial Sociedad Peruana de Medicina Interna Sociedad Peruana de Diabetes – ADIPER Sociedad Peruana de Endocrinología Sociedad Interamericana de Cardiología Colegio Panamericano de Endotelio (coordinador de acción científica) Ministerio de Salud del Perú (MINSA) Responsable de la elaboración de la Guía de Manejo en Hipertensión Arterial (2014) en instituciones de atención de salud de primer nivel del MINSA Conferencista nacional e internacional En tópicos cardiológicos de patologías prevalentes. Así como miembro de comités consultivos en la industria (MSD, Pfizer, Boehringer Ingelheim, Menarini, Novartis, Tecnofarma, Merck, Abbott, Sanofi, Aspen, Astra Zeneca, Hersil, Bayer, entre otros) Investigación Jefe de la Unidad de Investigación Clínica de la Clinica Médica Cayetano Heredia Investigador principal (y líder nacional) : ELITE I-II, HEAL, IMPROVE-IT, ENGAGE AF, ROCKET, ARISTOTLE, SOCRATES, ATMOSPHERE, PEGASUS, ALTITUDE, SAVOR, ACTELION, THEMIS, CANTOS, GEMINIS, etc Publicaciones en diversos tópicos: hipertensión arterial, dislipidemia, insuficiencia cardiaca, enfermedad coronaria, fibrilación auricular, síndrome metabólico, etc. Premiaciones Colegio Médico del Perú : medalla de honor a la labor extraordinaria Miembro honorario de la Sociedad de Aterosclerosis de Guayaquil (Ecuador) Miembro Honorario de la Asociación Peruana de Obesidad y Aterosclerosis (APOA)"
"2749","Juan","Verdejo Paris","","","",""
"2750","Anna A.","Stanziola","","","",""
"2751","Luigi Marzio","Biasucci","","","",""
"2752","Claudio","Cavallini","","","",""
"2753","Peter","Clemmensen","","","",""
"2754","Leonardo","De Luca","","","",""
"2755","Sergio","Leonardi","","","73926","Professore Associato convenzionato con l’Unità di Terapia Intensiva Cardiologica (UTIC), Fondazione IRCCS Policlinico S.Matteo, Pavia Responsabile Unità Operativa di Ricerca (UOR) Cardiovascular Clinical Research Center, Fondazione IRCCS Policlinico S.Matteo Titolo di studio (anno di conseguimento; nome e tipo di istituto di istruzione o formazione ) Specializzazione in Cardiologia Università degli Stui di Pavia 2004-2008 Laurea in Medicina e Chirurgia Università degli di Pavia 1999-2004 Altri titoli di studio e professionali Research Fellowship - Duke Clinical Research Institute 2009-2012 Esperienze professionali (incarichi ricoperti; data; tipo di azienda o settore; principali mansioni o responsabilità) 28.12.2021 ad oggi: Professore Associato, presso il Dipartimento di Medicina Molecolare dell’Università degli Studi di Pavia, convenzionato Fondazione IRCCS Policlinico S. Matteo di Pavia-Unità di Terapia Intensiva Cardiologica (UTIC). 28.12.2018 ad 27.12.2021: Ricercatore di Tipo B, presso il Dipartimento di Medicina Molecolare dell’Università degli Studi di Pavia, convenzionato Fondazione IRCCS Policlinico S. Matteo di Pavia-Unità di Terapia Intensiva Cardiologica (UTIC). 18.04.2017 al 27.12.2018: Dirigente Medico di I livello con contratto a tempo indeterminato presso l’Unità di Terapia Intensiva Cardiologica (UTIC) della Fondazione IRCCS Policlinico S. Matteo, Pavia. 1.10.2013 al 17.04.2017: Contrattista Cardiologo con > 1000 ore annuali di attività assistenziale e mansioni equiparate al personale dirigente presso le S.C. di Cardiologia e di Terapia Intensiva Cardiologica (UTIC) della Fondazione IRCCS Policlinico S. Matteo di Pavia, comprendenti attività di guardia attiva su due S.C. ed attività di un centro Hub di riferimento provinciale per STEMI e pazienti in shock cardiogeno, compresi pazienti con grave scompenso cardiaco in lista per trapianto cardiaco. Capacità linguistiche Eccellente conoscenza della lingua inglese sia parlata che scritta Capacità nell’uso delle tecnologie Office, Software statistici (SPSS ed altri). Altro (partecipazione a convegni e seminari, pubblicazioni, collaborazione a riviste, ecc., ed ogni altra informazione che il compilante ritiene di dover pubblicare) Ruolo e Responsabilità in Studi Clinici e Coordinamento di Gruppi di Ricerca Ha partecipato a numerosi studi clinici controllati come Principal Investigator, quali: Acute Coronary Syndrome Clinical Governance Project (ClinicalTrials.Gov ID: NCT04255537); PIONEER AF PCI (ClinicalTrials.Gov ID: NCT01830543); FOURIER OLE Study (ClinicalTrials.Gov ID: NCT03080935; AEGIS-II (ClinicalTrials.gov Identifier: NCT03473223); SOLOIST AHF Study (ClinicalTrials.gov Identifier: NCT03521934). Ha svolto il ruolo di Coordinatore Nazionale e Membro del Comitato Direttivo (Steering Committe) per i seguenti studi: AUGUSTUS Trial (ClinicalTrials.Gov ID NCT02415400); HI TECH (ClinicalTrials.Gov ID: NCT02587260). Attività Didattica Docente di Cardiologia- del Corso di Laurea in Medicina e Chirurgia (corso di laurea in inglese “Harvey”) dall’anno accademico 2019/2020 ad oggi Docente di Cardiologia del Corso di Laurea in Medicina e Chirurgia (corso di laurea in lingua italiana “Golgi”) dall’anno accademico 2019/2020 ad oggi Docente di Fisiopatologia Cardiovascolare per il Corso Integrato di Tecniche di Laboratorio Biomedico dell’Universita di Pavia (504194 - 04413), abilitante alla professione sanitaria di Tecnico di Laboratorio Biomedico, anno accademico 2020/2021 ad oggi. Docente responsabile del modulo d’insegnamento di metodologia clinica della Scuola di Specializzazione di Malattie dell’Apparato Cardiovascolare dell’Università degli Studi di Pavia negli anni accademici dal 2015/2016, ad oggi. Tutoraggio degli studenti di medicina durante il periodo di tirocinio professionalizzante in Malattie dell’Apparato Cardiovascolare relatore di tre tesi tesi sperimentali di laurea e co-relatore di diverse tesi sperimentali di laurea, nell’ambito della gestione di pazienti affetti da sindrome coronarica acuta. Docente del Master Universitario di I livello di Cardiologia Riabilitativa e Preventiva del Dipartimento di Sanità Pubblica, Medicina Sperimentale e Forense dell’Università degli Studi di Pavia nell’anno accademico 2016/2017 E' stato relatore invitato a decine di Congressi Nazionale ed Internazionali. Scientific Society Membership & Affiliations Board Member, Acute Cardiovascular Care association (ACCA; 2016-2018) Board Member, Acute Cardiovascular Care Association (ACVC) (from 2016-present) Member, Acute Cardiovascular Care Association (ACCA) Fellow, European Society of Cardiology (ESC) ACVC, Congress Programme Committe Chairman 2019-2020 ACVC, Congress Programme Committe Co-Chairman 2017-2018, 2021-2022 Presidente, Gruppo di Studio Aterosclerosi, Trombosi, e Biologia Vascolare (ATBV) Coautore di oltre 160 pubblicazioni scientifiche mediche, h-index (da Scopus e Web of Science): 39, G-Scholar: 42."
"2756","GB John","Mancini","","","",""
"2757","Padova","Menozzi","","","",""
"2758","Jagat","Narula","","","",""
"2759","Luigi Oltrona","Visconti","","","",""
"2760","Tullio","Palmerini","","","",""
"2761","Federico","Piscione","","","",""
"2762","Stefano","Savonitto","","","",""
"2763","Pierluigi","Tricoci","","","",""
"2764","Alessio","Arrivi","","","",""
"2765","Enrico","Boschetti","","","",""
"2766","Giuseppe","Calveri","","","",""
"2767","Carlo","Campana","","","",""
"2768","Marco","Ferlini","","","",""
"2769","Marcello","Galvani","","","",""
"2770","Eduardo","Meaney","","","",""
"2771","Hassan","Jumaa","","","",""
"2772","Neil","Kay","","","",""
"2773","Luca","Laurenti","","","",""
"2774","Roberto","Marasca","","","",""
"2775","Massimo","Massaia","","","",""
"2776","Marco","Montillo","","","",""
"2777","Emli","Montserrat","","","",""
"2778","Giovanni","Pizzolo","","","",""
"2779","Gabriele","Pozzato","","","",""
"2780","Katy","Rezvani","","","",""
"2781","Richard","Rosenquist","","","",""
"2782","Davide","Rossi","","","",""
"2783","Elizabeth","Shpall","","","",""
"2784","Kostas","Stamatopoulos","","","",""
"2785","Livio","Trentin","","","",""
"2786","William G.","Weirda","","","",""
"2787","Adrian","Weistner","","","",""
"2788","Catherine","Wu","","","",""
"2789","Francesco","Zaja","","","",""
"2790","Antonella","Zucchetto","","","",""
"2791","Paolo","De Paoli","","","",""
"2792","Carlo","Croce","","","",""
"2793","Francesco","Forconi","","","",""
"2794","Jan","Burger","","","",""
"2795","Francescao","Bertoni","","","",""
"2796","Federico","Caligaris-Cappio","","","",""
"2797","Elias","Campo","","","",""
"2798","Nicholas","Chiorazzi","","","",""
"2799","Carlo","Croce","","","",""
"2800","Riccardo","Della Favera","","","",""
"2801","Silvia","Deaglio","","","",""
"2802","Giovanni","Del Poeta","","","",""
"2803","Giovanni","Del Poeta","","","",""
"2804","Francesco","Di Raimondo","","","",""
"2805","Peter","Dreger","","","",""
"2806","Dimitar","Efremov","","","",""
"2807","Barbara","Eichhorst","","","",""
"2808","Alessandra","Ferrajoli","","","",""
"2809","Robin","Foa","","","",""
"2810","Paolo","Ghia","","","",""
"2811","John","Gribben","","","",""
"2812","Tanja","Hartmann","","","",""
"2813","Antonio","Amodeo","","","",""
"2814","Jan","Bogaert","","","",""
"2815","Marco","Bonvicini,","","","",""
"2816","Alice","Brambilla","","","",""
"2817","Gabriele","Bronzetti","","","",""
"2818","Giovanni Battista","Calabri","","","",""
"2819","Elisabetta","Cerbai","","","67638","Florence (IT)"
"2820","Elisabetta","Chessa","","","",""
"2821","Michele","D Alto","","","",""
"2822","Matteo","Dal Ferro","","","",""
"2823","Luciano","De Simone","","","",""
"2825","Konstantinos","Dimopoulos","","","",""
"2826","Maria Alice","Donati","","","",""
"2827","Fabrizio","Drago","","","",""
"2828","Perry Mark","Elliott","","","",""
"2829","Paolo","Guccione","","","",""
"2830","Carolyn","Yung Ho","","","",""
"2831","Fiore Salvatore","Iorio","","","",""
"2832","Juan Pablo","Kaski","","","",""
"2833","Maristella","Lombardi","","","",""
"2834","Alberto","Marchi","","","",""
